Peak.ID	logFC	logCPM	F	PValue	FDR	Annotation	Distance.to.TSS	Nearest.Ensembl	Gene.Name	Gene.Type	Gene.Description
Htt_PeakRegion_01690_chr11_69086004_69121190	-0.428125132377514	5.56901148787451	36.4824166235444	2.76821167361842e-08	4.38655080588765e-06	exon (ENSMUST00000021271, exon 13 of 23)	3075	ENSMUSG00000020893	Per1	protein_coding	period circadian clock 1 [Source:MGI Symbol;Acc:MGI:1098283]
Htt_PeakRegion_02480_chr17_8840021_8856166	-0.549521738989723	4.15425535281711	34.3582213238419	6.16617607654902e-08	9.07308765549356e-06	intron (ENSMUST00000141877, intron 1 of 1)	-1891	ENSMUSG00000023868	Pde10a	protein_coding	phosphodiesterase 10A [Source:MGI Symbol;Acc:MGI:1345143]
Htt_PeakRegion_01556_chr10_99009261_99037544	-0.432782137649526	5.24560532988146	33.4177396899796	8.8301404841059e-08	1.21267262648388e-05	exon (ENSMUST00000020107, exon 21 of 21)	-83633	ENSMUSG00000019952	Poc1b	protein_coding	POC1 centriolar protein B [Source:MGI Symbol;Acc:MGI:1918511]
Htt_PeakRegion_00295_chr2_130630116_130635882	-0.708171621482579	3.08179389880433	32.342421532498	1.33595274135872e-07	1.72003915449935e-05	exon (ENSMUST00000045761, exon 5 of 5)	-2961	ENSMUSG00000027300	Ubox5	protein_coding	U box domain containing 5 [Source:MGI Symbol;Acc:MGI:2154658]
Htt_PeakRegion_02431_chr16_35302348_35312505	-0.596450048048716	3.72549861658134	32.0879618934315	1.47429308257403e-07	1.7864963235897e-05	Intergenic	40312	ENSMUSG00000034473	Sec22a	protein_coding	SEC22 homolog A, vesicle trafficking protein [Source:MGI Symbol;Acc:MGI:2447876]
Htt_PeakRegion_02212_chr14_64587584_64597537	-0.537408887533185	4.03170866736802	30.6256598350832	2.60805068521989e-07	2.98476911752943e-05	exon (ENSMUST00000180610, exon 4 of 4)	1376	ENSMUSG00000092972	Mir3078	miRNA	microRNA 3078 [Source:MGI Symbol;Acc:MGI:4834251]
Htt_PeakRegion_01552_chr10_98978499_98990907	-0.552862479977248	3.91541447555574	29.8644783795397	3.51978156795986e-07	3.81618422631438e-05	intron (ENSMUST00000020107, intron 3 of 20)	69551	ENSMUSG00000019943	Atp2b1	protein_coding	ATPase, Ca++ transporting, plasma membrane 1 [Source:MGI Symbol;Acc:MGI:104653]
Htt_PeakRegion_02666_chr17_78701254_78713739	-0.534340379996701	3.89131097194611	28.1664222614286	6.92042940749534e-07	7.1280422897202e-05	intron (ENSMUST00000145910, intron 1 of 17)	-18680	ENSMUSG00000024077	Strn	protein_coding	striatin, calmodulin binding protein [Source:MGI Symbol;Acc:MGI:1333757]
Htt_PeakRegion_01257_chr8_93965581_93973867	-0.585945907178842	3.47248757910342	27.1858135713178	1.02739843302756e-06	0.000100782893906514	TTS (ENSMUST00000034198)	4237	ENSMUSG00000031751	Amfr	protein_coding	autocrine motility factor receptor [Source:MGI Symbol;Acc:MGI:1345634]
Htt_PeakRegion_01564_chr10_111291014_111302390	-0.540758197169949	3.78949722629204	26.8901041169196	1.15821382808164e-06	0.000104163031838381	exon (ENSMUST00000095310, exon 23 of 23)	-1977	ENSMUSG00000035759	Bbs10	protein_coding	Bardet-Biedl syndrome 10 (human) [Source:MGI Symbol;Acc:MGI:1919019]
Htt_PeakRegion_02200_chr14_55103901_55109477	-0.693578682739302	2.82894726019264	26.8799744833933	1.16298530693338e-06	0.000104163031838381	promoter-TSS (ENSMUST00000036041)	-96	ENSMUSG00000040701	Ap1g2	protein_coding	adaptor protein complex AP-1, gamma 2 subunit [Source:MGI Symbol;Acc:MGI:1328307]
Htt_PeakRegion_00163_chr2_29983160_30018329	-0.359111388880277	5.4020170160961	24.4153210582588	3.1991441336163e-06	0.000274593204802065	intron (ENSMUST00000113719, intron 22 of 56)	-1139	ENSMUSG00000057738	Sptan1	protein_coding	spectrin alpha, non-erythrocytic 1 [Source:MGI Symbol;Acc:MGI:98386]
Htt_PeakRegion_02523_chr17_10276203_10291667	-0.454162030959393	4.23393898280516	24.0765678241444	3.68330880038386e-06	0.00030350464515163	intron (ENSMUST00000097414, intron 1 of 7)	35426	ENSMUSG00000062078	Qk	protein_coding	quaking [Source:MGI Symbol;Acc:MGI:97837]
Htt_PeakRegion_00313_chr2_156141888_156183746	-0.304847962241759	6.01135132085143	23.9054818573854	3.95571399471962e-06	0.000313414262658555	TTS (ENSMUST00000131625)	2106	ENSMUSG00000027620	Rbm39	protein_coding	RNA binding motif protein 39 [Source:MGI Symbol;Acc:MGI:2157953]
Htt_PeakRegion_00682_chr5_36630422_36630763	-0.38689071587463	4.8491094755627	23.4288332215192	4.82864387555173e-06	0.000368407643838391	intron (ENSMUST00000031091, intron 2 of 8)	-9338	ENSMUSG00000029190	D5Ertd579e	protein_coding	DNA segment, Chr 5, ERATO Doi 579, expressed [Source:MGI Symbol;Acc:MGI:1261849]
Htt_PeakRegion_02363_chr15_102494007_102503383	-0.51184782555896	3.70105593042302	22.8183594550383	6.24206640474227e-06	0.00045923774263461	TTS (ENSMUST00000169377)	-5027	ENSMUSG00000071586	Gm10337	protein_coding	predicted gene 10337 [Source:MGI Symbol;Acc:MGI:3704459]
Htt_PeakRegion_02060_chr12_111665430_111672745	-0.553010055583524	3.3731066264536	22.5709375778646	6.92964264987151e-06	0.000480603542752494	TTS (ENSMUST00000001304)	3250	ENSMUSG00000001270	Ckb	protein_coding	creatine kinase, brain [Source:MGI Symbol;Acc:MGI:88407]
Htt_PeakRegion_02664_chr17_78668404_78689700	-0.395950269360053	4.69209218306825	22.5473614229773	6.99908071969652e-06	0.000480603542752494	intron (ENSMUST00000145910, intron 6 of 17)	5300	ENSMUSG00000024077	Strn	protein_coding	striatin, calmodulin binding protein [Source:MGI Symbol;Acc:MGI:1333757]
Htt_PeakRegion_01437_chr9_112169157_112194515	-0.343467018802907	5.29339481725646	22.3157212508361	7.72039535988483e-06	0.000498871809477901	TTS (ENSMUST00000159183)	3890	ENSMUSG00000032503	Arpp21	protein_coding	cyclic AMP-regulated phosphoprotein, 21 [Source:MGI Symbol;Acc:MGI:107562]
Htt_PeakRegion_02217_chr14_67008634_67026086	-0.398166471753455	4.61667116808917	22.3068564569039	7.74946500159846e-06	0.000498871809477901	intron (ENSMUST00000089230, intron 9 of 9)	-8483	ENSMUSG00000022051	Bnip3l	protein_coding	BCL2/adenovirus E1B interacting protein 3-like [Source:MGI Symbol;Acc:MGI:1332659]
Htt_PeakRegion_00146_chr2_25281932_25293599	-0.442985754120219	4.12285655542621	21.7097944772375	9.9893167550587e-06	0.000623575530770331	promoter-TSS (ENSMUST00000028340)	-379	ENSMUSG00000026963	Tmem210	protein_coding	transmembrane protein 210 [Source:MGI Symbol;Acc:MGI:1925467]
Htt_PeakRegion_01864_chr11_101422742_101434853	-0.477311741865012	3.75666731624943	21.370666469353	1.15467736158453e-05	0.000699598636724747	intron (ENSMUST00000040561, intron 1 of 4)	-3465	ENSMUSG00000097487	Ptges3l	protein_coding	prostaglandin E synthase 3 like [Source:MGI Symbol;Acc:MGI:1916146]
Htt_PeakRegion_02103_chr13_55313518_55321453	-0.542531110680305	3.25382103531314	20.9076424885326	1.40839705417688e-05	0.000828942266172678	exon (ENSMUST00000099490, exon 23 of 23)	4494	ENSMUSG00000034789	Rab24	protein_coding	RAB24, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:105065]
Htt_PeakRegion_02064_chr12_112612231_112617770	-0.530133238044338	3.31308438336291	20.634423640066	1.58423582017211e-05	0.000906534941542928	exon (ENSMUST00000101029, exon 23 of 23)	-5044	ENSMUSG00000011148	Adssl1	protein_coding	adenylosuccinate synthetase like 1 [Source:MGI Symbol;Acc:MGI:87947]
Htt_PeakRegion_02793_chr19_5830589_5848721	-0.384317727558696	4.65503354672689	19.7919331398717	2.28185686086728e-05	0.00127043922523962	exon (ENSMUST00000173672, exon 1 of 1)	4782	ENSMUSG00000098543	Gm27533	misc_RNA	predicted gene, 27533 [Source:MGI Symbol;Acc:MGI:5530915]
Htt_PeakRegion_01010_chr7_28811046_28827406	-0.384230358809055	4.51412206781139	19.4885778475654	2.60430446121223e-05	0.00141180715528874	TTS (ENSMUST00000173578)	1392	ENSMUSG00000015165	Hnrnpl	protein_coding	heterogeneous nuclear ribonucleoprotein L [Source:MGI Symbol;Acc:MGI:104816]
Htt_PeakRegion_01220_chr8_70325190_70336873	-0.434092274395286	3.97167108458218	19.3605489531461	2.7540628397429e-05	0.00145471011535138	TTS (ENSMUST00000075666)	1215	ENSMUSG00000055694	NA	NA	NA
Htt_PeakRegion_02228_chr14_69783855_69787261	-0.662239292094368	2.46088795849749	19.1066506954563	3.07770196331675e-05	0.00158501651110813	exon (ENSMUST00000022665, exon 10 of 10)	18086	ENSMUSG00000022074	Tnfrsf10b	protein_coding	tumor necrosis factor receptor superfamily, member 10b [Source:MGI Symbol;Acc:MGI:1341090]
Htt_PeakRegion_01241_chr8_75222785_75226663	-0.652245536515622	2.48828628895016	18.7722503164314	3.56434148086586e-05	0.00179086425623992	TTS (ENSMUST00000139848)	10222	ENSMUSG00000034472	Rasd2	protein_coding	RASD family, member 2 [Source:MGI Symbol;Acc:MGI:1922391]
Htt_PeakRegion_02346_chr15_98944714_98959595	-0.391043952643232	4.37619756505616	18.632915379778	3.78975567332312e-05	0.00181642671473236	intron (ENSMUST00000097014, intron 1 of 3)	1387	ENSMUSG00000072235	Tuba1a	protein_coding	tubulin, alpha 1A [Source:MGI Symbol;Acc:MGI:98869]
Htt_PeakRegion_01686_chr11_69060598_69066078	-0.604163495240427	2.71149471429077	18.631101008635	3.79278538293991e-05	0.00181642671473236	Intergenic	-2855	ENSMUSG00000072809	9330160F10Rik	antisense	RIKEN cDNA 9330160F10 gene [Source:MGI Symbol;Acc:MGI:3693095]
Htt_PeakRegion_01327_chr9_44091262_44099958	-0.480644408290684	3.43740511994798	18.4941462920451	4.02879364476293e-05	0.00181642671473236	TTS (ENSMUST00000034508)	2936	ENSMUSG00000032010	Usp2	protein_coding	ubiquitin specific peptidase 2 [Source:MGI Symbol;Acc:MGI:1858178]
Htt_PeakRegion_02499_chr17_8923209_8928918	-0.613428436821973	2.66043155361758	18.4885213728429	4.03880250691571e-05	0.00181642671473236	intron (ENSMUST00000149440, intron 1 of 19)	1921	ENSMUSG00000023868	Pde10a	protein_coding	phosphodiesterase 10A [Source:MGI Symbol;Acc:MGI:1345143]
Htt_PeakRegion_00968_chr7_4131290_4139125	-0.458426864247514	3.62449067254847	18.4788347223818	4.05609848920818e-05	0.00181642671473236	TTS (ENSMUST00000126971)	1718	ENSMUSG00000085886	D030047H15Rik	antisense	RIKEN cDNA D030047H15 gene [Source:MGI Symbol;Acc:MGI:3698136]
Htt_PeakRegion_01903_chr11_109240213_109246228	-0.632584208834081	2.59958209763461	18.4008107968669	4.19821159020485e-05	0.0018400672076217	intron (ENSMUST00000156785, intron 2 of 3)	3744	ENSMUSG00000020599	Rgs9	protein_coding	regulator of G-protein signaling 9 [Source:MGI Symbol;Acc:MGI:1338824]
Htt_PeakRegion_00296_chr2_130636092_130639766	-0.800283140041616	1.87883411811822	18.0448162683331	4.91433434066471e-05	0.0021090684878686	exon (ENSMUST00000045761, exon 2 of 5)	166	ENSMUSG00000037703	Lzts3	protein_coding	leucine zipper, putative tumor suppressor family member 3 [Source:MGI Symbol;Acc:MGI:2656976]
Htt_PeakRegion_01166_chr7_127567702_127573355	-0.534402554250631	3.00200216055183	17.965693168113	5.08983558069006e-05	0.00213980842780031	intron (ENSMUST00000190938, intron 1 of 3)	2587	ENSMUSG00000101845	Gm28198	antisense	predicted gene 28198 [Source:MGI Symbol;Acc:MGI:5578904]
Htt_PeakRegion_02606_chr17_34105477_34124053	-0.362842903712465	4.60354373410356	17.7487124465992	5.60483290728029e-05	0.00230919115779948	TTS (ENSMUST00000155286)	186	ENSMUSG00000024335	Brd2	protein_coding	bromodomain containing 2 [Source:MGI Symbol;Acc:MGI:99495]
Htt_PeakRegion_01383_chr9_75048846_75063985	-0.38111951510998	4.58027931547824	17.4030592974344	6.53813498050444e-05	0.00259925708775744	intron (ENSMUST00000170310, intron 2 of 2)	4365	ENSMUSG00000007656	Arpp19	protein_coding	cAMP-regulated phosphoprotein 19 [Source:MGI Symbol;Acc:MGI:1891691]
Htt_PeakRegion_01265_chr8_95711081_95727471	-0.364703836752083	4.475372970147	17.3703355022877	6.63437586400362e-05	0.00259925708775744	TTS (ENSMUST00000034096)	2267	ENSMUSG00000031671	Setd6	protein_coding	SET domain containing 6 [Source:MGI Symbol;Acc:MGI:1913333]
Htt_PeakRegion_01829_chr11_98347824_98360184	-0.375273752508093	4.30904661123131	17.3525105392528	6.68740901219146e-05	0.00259925708775744	promoter-TSS (ENSMUST00000152525)	-592	ENSMUSG00000061718	Ppp1r1b	protein_coding	protein phosphatase 1, regulatory inhibitor subunit 1B [Source:MGI Symbol;Acc:MGI:94860]
Htt_PeakRegion_01742_chr11_77978752_77982675	-0.609376077091671	2.58228817406351	17.2239853348259	7.08289343898561e-05	0.0027019926822797	Intergenic	-2040	ENSMUSG00000037791	Phf12	protein_coding	PHD finger protein 12 [Source:MGI Symbol;Acc:MGI:1924057]
Htt_PeakRegion_00106_chr1_178315344_178336976	-0.318950395087467	5.05383520687122	17.0767903608777	7.56541598966768e-05	0.00279988766281701	exon (ENSMUST00000037748, exon 14 of 14)	-1989	ENSMUSG00000089788	NA	NA	NA
Htt_PeakRegion_02039_chr12_107911105_107914104	-0.768525806730373	1.85908589285743	17.0403432361302	7.69001797048418e-05	0.00279988766281701	exon (ENSMUST00000066060, exon 4 of 4)	90809	ENSMUSG00000048251	Bcl11b	protein_coding	B cell leukemia/lymphoma 11B [Source:MGI Symbol;Acc:MGI:1929913]
Htt_PeakRegion_00404_chr3_80675790_80683240	-0.491114200005771	3.30012353220969	17.0238014028014	7.74726197963931e-05	0.00279988766281701	Intergenic	12798	ENSMUSG00000093226	Gm25749	miRNA	predicted gene, 25749 [Source:MGI Symbol;Acc:MGI:5455526]
Htt_PeakRegion_02805_chr19_6415654_6418783	-0.771921107667711	1.81875949297053	16.7656238435208	8.69955992060381e-05	0.00307915961821353	exon (ENSMUST00000131314, exon 2 of 2)	1387	ENSMUSG00000084876	Gm14965	processed_transcript	predicted gene 14965 [Source:MGI Symbol;Acc:MGI:3705214]
Htt_PeakRegion_01555_chr10_98997447_99008619	-0.411344574554701	3.85410630771511	16.7098728568953	8.92050076336352e-05	0.00307915961821353	intron (ENSMUST00000020107, intron 11 of 20)	87881	ENSMUSG00000019943	Atp2b1	protein_coding	ATPase, Ca++ transporting, plasma membrane 1 [Source:MGI Symbol;Acc:MGI:104653]
Htt_PeakRegion_01617_chr11_3697130_3701886	-0.592503603464233	2.56884264299856	16.6979666328329	8.96842607246659e-05	0.00307915961821353	Intergenic	-1182	ENSMUSG00000083015	Gm16518	processed_pseudogene	predicted gene, 16518 [Source:MGI Symbol;Acc:MGI:4360828]
Htt_PeakRegion_01532_chr10_81457827_81464008	-0.521618969257208	2.95729535668644	16.4845238288645	9.87385014587259e-05	0.00328706487046145	promoter-TSS (ENSMUST00000156926)	-241	ENSMUSG00000084849	Gm16105	antisense	predicted gene 16105 [Source:MGI Symbol;Acc:MGI:3801737]
Htt_PeakRegion_02260_chr15_36766449_36792673	-0.302350427244189	5.15627955696366	16.4802051887496	9.89310786255388e-05	0.00328706487046145	intron (ENSMUST00000154879, intron 2 of 4)	12853	ENSMUSG00000022285	Ywhaz	protein_coding	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide [Source:MGI Symbol;Acc:MGI:109484]
Htt_PeakRegion_01543_chr10_93247465_93254084	-0.517618112931464	3.05214516144554	16.3702177145573	0.000103967701344958	0.00339957880588276	intron (ENSMUST00000151153, intron 3 of 3)	60036	ENSMUSG00000008398	Elk3	protein_coding	ELK3, member of ETS oncogene family [Source:MGI Symbol;Acc:MGI:101762]
Htt_PeakRegion_00503_chr4_4132302_4138528	-0.541959529139675	2.85687486554208	16.3064886985978	0.000107005640843355	0.00344424406464549	intron (ENSMUST00000133567, intron 2 of 2)	-2906	ENSMUSG00000085996	A830012C17Rik	processed_transcript	RIKEN cDNA A830012C17 gene [Source:MGI Symbol;Acc:MGI:2441830]
Htt_PeakRegion_00169_chr2_30027625_30029668	-0.974808875346657	1.10060374857908	15.7439497594969	0.000138109497737991	0.00437700869754247	exon (ENSMUST00000113719, exon 51 of 57)	1050	ENSMUSG00000057738	Sptan1	protein_coding	spectrin alpha, non-erythrocytic 1 [Source:MGI Symbol;Acc:MGI:98386]
Htt_PeakRegion_00560_chr4_127022223_127049411	-0.278456944462595	5.40957931904051	15.5708915267	0.000149438885254054	0.00466430460035381	promoter-TSS (ENSMUST00000137457)	35	ENSMUSG00000085334	Gm12940	processed_transcript	predicted gene 12940 [Source:MGI Symbol;Acc:MGI:3702626]
Htt_PeakRegion_02457_chr16_91672775_91682091	-0.425940188387131	3.6257898127001	15.4788365094026	0.000155849654004126	0.00479179533206716	TTS (ENSMUST00000151503)	2501	ENSMUSG00000022961	Son	protein_coding	Son DNA binding protein [Source:MGI Symbol;Acc:MGI:98353]
Htt_PeakRegion_01290_chr8_123230670_123238390	-0.453617769849997	3.35285247572294	15.3110703353219	0.000168268729540504	0.00509755268902116	promoter-TSS (ENSMUST00000181432)	-561	ENSMUSG00000097637	4933417D19Rik	antisense	RIKEN cDNA 4933417D19 gene [Source:MGI Symbol;Acc:MGI:1918436]
Htt_PeakRegion_00769_chr5_124116403_124120312	-0.604379954548398	2.44478465031357	15.2685956640703	0.000171571170785469	0.00512226973649372	TTS (ENSMUST00000031351)	1679	ENSMUSG00000029404	Arl6ip4	protein_coding	ADP-ribosylation factor-like 6 interacting protein 4 [Source:MGI Symbol;Acc:MGI:1929500]
Htt_PeakRegion_01226_chr8_70777273_70780720	-0.615090829821552	2.34735049940795	15.1739737116566	0.000179169442513628	0.00527270073682963	exon (ENSMUST00000166004, exon 26 of 26)	2182	ENSMUSG00000100691	2010320M18Rik	lincRNA	RIKEN cDNA 2010320M18 gene [Source:MGI Symbol;Acc:MGI:1919343]
Htt_PeakRegion_01844_chr11_98783683_98794741	-0.412626269725263	3.63485118415419	15.0425730291282	0.000190298121938805	0.00552132579146391	Intergenic	-6304	ENSMUSG00000052915	Msl1	protein_coding	male specific lethal 1 [Source:MGI Symbol;Acc:MGI:1921276]
Htt_PeakRegion_02581_chr17_26965370_26967580	-0.791734155297385	1.53881384755794	14.4156560926045	0.000254026140960795	0.00726797014415609	intron (ENSMUST00000194598, intron 17 of 18)	-6692	ENSMUSG00000079605	Zbtb9	protein_coding	zinc finger and BTB domain containing 9 [Source:MGI Symbol;Acc:MGI:1918022]
Htt_PeakRegion_02620_chr17_35911553_35928399	-0.320519533860748	4.58896423891933	14.3369537932383	0.000263448435352246	0.00737469143459999	intron (ENSMUST00000151664, intron 2 of 4)	2087	ENSMUSG00000084751	Mir1894	miRNA	microRNA 1894 [Source:MGI Symbol;Acc:MGI:3811423]
Htt_PeakRegion_02625_chr17_37070343_37079648	-0.411374905179461	3.58829802092509	14.3249555157	0.000264916100077864	0.00737469143459999	TTS (ENSMUST00000025338)	4552	ENSMUSG00000024462	Gabbr1	protein_coding	gamma-aminobutyric acid (GABA) B receptor, 1 [Source:MGI Symbol;Acc:MGI:1860139]
Htt_PeakRegion_00994_chr7_25238353_25243500	-0.488824862767061	2.91541447555574	14.2209307038815	0.000277998175661116	0.00763568322482531	Intergenic	-3076	ENSMUSG00000057177	Gsk3a	protein_coding	glycogen synthase kinase 3 alpha [Source:MGI Symbol;Acc:MGI:2152453]
Htt_PeakRegion_01417_chr9_107948413_107955295	-0.456342616730615	3.18498531778516	14.162834584753	0.000285591298100196	0.00772509240055734	intron (ENSMUST00000194538, intron 2 of 13)	866	ENSMUSG00000032586	Traip	protein_coding	TRAF-interacting protein [Source:MGI Symbol;Acc:MGI:1096377]
Htt_PeakRegion_01819_chr11_97995937_98003691	-0.454807630506927	3.18410374425275	14.1391070007384	0.000288753453807241	0.00772509240055734	Intergenic	-3633	ENSMUSG00000038352	Arl5c	protein_coding	ADP-ribosylation factor-like 5C [Source:MGI Symbol;Acc:MGI:3028577]
Htt_PeakRegion_01314_chr9_37540635_37544190	-0.56123606255359	2.53328627358951	14.091683956152	0.000295181719547425	0.00779582490086789	exon (ENSMUST00000002008, exon 5 of 7)	3158	ENSMUSG00000001943	Vsig2	protein_coding	V-set and immunoglobulin domain containing 2 [Source:MGI Symbol;Acc:MGI:1928009]
Htt_PeakRegion_00423_chr3_88643974_88652675	-0.383777098473156	3.83850342826895	14.028677258264	0.000303950521034628	0.00792579839659915	TTS (ENSMUST00000029694)	4393	ENSMUSG00000028059	Arhgef2	protein_coding	rho/rac guanine nucleotide exchange factor (GEF) 2 [Source:MGI Symbol;Acc:MGI:103264]
Htt_PeakRegion_01799_chr11_96009958_96011802	0.910676390156245	1.1663581940628	13.956559121061	0.000314316622535461	0.00809365303028813	Intergenic	-3725	ENSMUSG00000103376	Gm37179	TEC	predicted gene, 37179 [Source:MGI Symbol;Acc:MGI:5610407]
Htt_PeakRegion_01228_chr8_70782928_70785920	-0.70232720176312	1.84799671419563	13.7868795505991	0.000340163451457855	0.00855691633999118	intron (ENSMUST00000166004, intron 16 of 25)	7609	ENSMUSG00000100691	2010320M18Rik	lincRNA	RIKEN cDNA 2010320M18 gene [Source:MGI Symbol;Acc:MGI:1919343]
Htt_PeakRegion_01851_chr11_100316818_100328347	-0.369666816365068	3.9660405486257	13.7840336319258	0.000340615116446251	0.00855691633999118	TTS (ENSMUST00000049385)	1699	ENSMUSG00000035530	Eif1	protein_coding	eukaryotic translation initiation factor 1 [Source:MGI Symbol;Acc:MGI:105125]
Htt_PeakRegion_01333_chr9_44311367_44319268	-0.456980654872016	3.10805955349813	13.7388704343303	0.000347865867649599	0.00863377936576114	intron (ENSMUST00000065080, intron 8 of 13)	4964	ENSMUSG00000032120	C2cd2l	protein_coding	C2 calcium-dependent domain containing 2-like [Source:MGI Symbol;Acc:MGI:1919014]
Htt_PeakRegion_01351_chr9_45151696_45157390	-0.470011334370269	3.06847954552345	13.6976909081036	0.000354615295207027	0.00863757467212037	TTS (ENSMUST00000060125)	16106	ENSMUSG00000046480	Scn4b	protein_coding	sodium channel, type IV, beta [Source:MGI Symbol;Acc:MGI:2687406]
Htt_PeakRegion_01700_chr11_69659133_69671735	-0.358908899696694	4.00400173819818	13.6869079710915	0.000356404780160306	0.00863757467212037	intron (ENSMUST00000154124, intron 1 of 4)	628	ENSMUSG00000018774	Cd68	protein_coding	CD68 antigen [Source:MGI Symbol;Acc:MGI:88342]
Htt_PeakRegion_00467_chr3_107659193_107670369	-0.376033658634875	3.79354893017325	13.5316592812822	0.000383222880738657	0.00907615120415808	TTS (ENSMUST00000137583)	815	ENSMUSG00000027893	Ahcyl1	protein_coding	S-adenosylhomocysteine hydrolase-like 1 [Source:MGI Symbol;Acc:MGI:2385184]
Htt_PeakRegion_01107_chr7_92725602_92741958	-0.328313302730096	4.37542545102066	13.5311556135678	0.000383313181923181	0.00907615120415808	TTS (ENSMUST00000147198)	3940	ENSMUSG00000098041	Gm26981	lincRNA	predicted gene, 26981 [Source:MGI Symbol;Acc:MGI:5504096]
Htt_PeakRegion_01033_chr7_45013945_45016780	-0.750702114955077	1.55799526076157	13.3975925034713	0.00040804846158717	0.00955173682376834	promoter-TSS (ENSMUST00000117282)	-427	ENSMUSG00000038406	Scaf1	protein_coding	SR-related CTD-associated factor 1 [Source:MGI Symbol;Acc:MGI:2141980]
